,start,end,content,wordcount
1001,3587.459,3589.919,"['No', ',', 'he', ""'s"", 'not', 'here', '.']",7
1002,3590.003,3591.504,"['You', 'should', 'try', 'the', 'dorms', '.']",6
1003,3591.588,3592.838,"['All', 'right', '.', 'Bye', ',', 'hon', '.']",7
1004,3592.923,3594.006,"['Bye-bye', '.']",2
1005,3594.591,3595.675,"['What', 'was', 'that', 'all', 'about', '?']",6
1006,3595.759,3597.593,"['She', 'wants', 'me', 'to', 'come', 'home', 'for', 'spring', 'break', '.']",10
1007,3597.678,3599.637,"['What', ""'s"", 'the', 'big', 'deal', '?', 'Nobody', 'will', 'be', 'in', 'school', '.']",12
1008,3599.721,3601.847,"['Yeah', ',', 'but', 'Husband', 'Number', '4', 'is', 'at', 'home']",9
1009,3601.932,3604.767,"['and', 'his', 'whole', 'idea', 'of', 'acting', 'like', 'a', 'family', 'is', 'to', 'criticize', 'me', '.']",14
1010,3604.851,3608.145,"['So', 'what', ',', ""you're"", 'gonna', 'roam', 'around', 'campus', 'for', 'two', 'weeks', 'all', 'by', 'yourself', '?']",15
1011,3608.23,3609.272,"['l', ""don't"", 'mind', '.']",4
1012,3609.773,3612.024,"['That', 'is', 'stupid', '.', 'Why', ""don't"", 'you', 'just', 'come', 'here', ',']",11
1013,3612.109,3615.361,"['you', 'can', 'have', 'your', 'old', 'room', ',', 'and', 'there', 'are', 'gonna', 'be', 'some', 'great', 'parties', '.']",16
1014,3615.445,3617.863,"['-No', '.', '-Why', 'not', '?']",5
1015,3618.657,3622.451,"['You', 'got', 'your', 'whole', 'social', 'world', 'going', 'on', '.', 'l', ""don't"", 'want', 'to', 'get', 'in', 'the', 'way', '.']",18
1016,3622.536,3624.078,"['You', ""won't"", 'be', 'in', 'the', 'way', '.']",7
1017,3624.162,3627.123,"['How', 'much', 'fun', 'would', 'it', 'be', 'having', 'a', 'brother-type', 'tagging', 'along', '?']",12
1018,3627.207,3628.958,"['Josh', ',', 'you', 'are', 'not', 'my', 'brother', '.']",8
1019,3629.334,3630.876,"['Look', ',', 'you', 'know', 'what', 'l', 'mean', '.']",8
1020,3631.253,3633.546,"['Come', 'on', ',', 'you', 'need', 'some', 'excitement', 'in', 'your', 'life', '.']",11
1021,3633.63,3635.673,"['lt', 'will', 'replenish', 'you', 'for', 'your', 'finals', '.']",8
1022,3638.677,3640.553,"['-Okay', '.', '-Good', '.']",4
1023,3642.931,3646.183,"['l', ""can't"", 'believe', ""l'm"", 'taking', 'advice', 'from', 'someone', 'who', 'watches', 'cartoons', '.']",12
1024,3646.768,3649.145,"['Be', 'quiet', ',', 'you', 'idiot', '!']",6
1025,3649.229,3650.855,"['That', ""'s"", 'Ren', 'and', 'Stimpy', '.']",6
1026,3651.565,3653.316,"['They', 'are', 'way', 'existential', '.']",5
1027,3653.567,3655.609,"['Do', 'you', 'have', 'any', 'idea', 'what', ""you're"", 'talking', 'about', '?']",10
1028,3655.694,3658.07,"['No', '.', 'Why', ',', 'do', 'l', 'sound', 'like', 'l', 'do', '?']",11
1029,3671.084,3674.628,"['Christian', 'said', ""he'd"", 'call', 'the', 'next', 'day', ',', 'but', 'in', 'boy', 'time', 'that', 'meant', 'Thursday', '.']",16
1030,3674.713,3676.38,"['You', 'can', 'imagine', 'my', 'astonishment']",5
1031,3676.465,3678.424,"['to', 'hear', 'from', 'him', 'while', 'I', 'was', 'packing', 'Daddy', 'up', '.']",11
1032,3678.508,3679.592,"['Hello', '?']",2
1033,3679.968,3683.304,"['He', 'said', ""he'd"", 'come', 'over', 'with', 'some', 'videotapes', 'and', ""we'd"", 'watch', 'them', '.']",13
1034,3683.68,3686.39,"['A', 'night', 'alone', 'with', 'Christian', '?', 'I', 'sent', 'for', 'reinforcements', '.']",11
1035,3686.475,3687.475,"['De', '!']",2
1036,3688.31,3691.645,"['Then', 'De', 'and', 'I', 'had', 'to', 'design', 'a', 'lighting', 'concept', '.']",11
1037,3692.356,3693.856,"['And', 'costume', 'decisions', '.']",4
1038,3693.94,3697.151,"['I', ""don't"", 'rely', 'on', 'mirrors', 'so', 'I', 'always', 'take', 'Polaroids', '.']",11
1039,3700.447,3703.783,"['Whenever', 'a', 'boy', 'comes', ',', 'you', 'should', 'always', 'have', 'something', 'baking', '.']",12
1040,3713.96,3716.879,"['Oh', '!', ""l'm"", 'still', 'all', 'red', '!']",7
1041,3716.963,3720.049,"[""l'm"", 'trying', 'to', 'make', 'you', 'as', 'white', 'as', 'l', 'can', ',', 'Cher', '.']",13
1042,3720.967,3725.388,"['Look', ',', ""you're"", 'all', 'flushed', '.', 'You', 'have', 'to', 'calm', 'down', '.', 'Okay', ',', 'calm', '.']",16
1043,3726.515,3728.182,"['You', 'know', ',', 'l', 'am', 'so', 'glad', 'l', 'never', 'did', 'it']",11
1044,3728.266,3730.768,"['with', 'someone', 'l', 'had', 'lukewarm', 'feelings', 'for']",7
1045,3731.061,3732.937,"[""'cause"", 'Christian', 'is', 'brutally', 'hot', '.']",6
1046,3733.438,3735.398,"['And', 'l', 'am', 'gonna', 'remember', 'tonight', 'forever', '.']",8
1047,3735.482,3736.524,"['Blot', '.']",2
1048,3743.824,3746.826,"['Hi', '.']",2
1049,3749.83,3750.996,"['Something', 'burning', '?']",3
1050,3752.04,3753.457,"['Oh', ',', 'my', 'God', '!']",5
1051,3761.55,3764.218,"['Oh', ',', 'honey', ',', 'you', 'baked', '.']",7
1052,3764.678,3765.928,"['l', 'tried', '.']",3
1053,3766.304,3769.14,"['Come', 'on', '.', 'Show', 'me', 'the', 'rest', 'of', 'your', 'pad', '.']",11
1054,3773.019,3774.979,"['Your', 'father', 'has', 'a', 'well-rounded', 'collection', '.']",7
1055,3775.063,3776.772,"['Daddy', 'says', 'it', ""'s"", 'a', 'good', 'investment', '.']",8
1056,3776.857,3779.733,"['He', ""'s"", 'absolutely', 'right', '.', 'Claes', 'Oldenburg', '.']",8
1057,3779.818,3781.569,"['Oh', ',', 'he', ""'s"", 'way', 'famous', '.']",7
1058,3783.738,3786.699,"['But', 'this', 'is', 'older', ',', 'see', '?', 'Transitional', '.']",9
1059,3787.284,3788.784,"['A', 'very', 'important', 'piece', '.']",5
1060,3789.87,3791.537,"['You', 'want', 'to', 'go', 'swimming', '?']",6
1061,3794.458,3796.625,"['-Let', ""'s"", 'watch', 'the', 'movies', '.', '-Oh', ',', 'okay', '.']",10
1062,3797.252,3799.295,"['Christian', 'had', 'a', 'thing', 'for', 'Tony', 'Curtis']",7
1063,3799.379,3802.465,"['so', 'he', 'brought', 'over', 'Some', 'Like', 'lt', 'Hot', 'and', 'Sparaticus', '.']",11
1064,3803.884,3805.259,"['Singer', 'of', 'songs', '.']",4
1065,3806.386,3808.721,"['For', 'whom', 'did', 'you', 'practice', 'this', 'wondrous', 'talent', '?']",9
1066,3809.639,3813.642,"['For', 'the', 'children', 'of', 'my', 'master', 'whom', 'I', 'also', 'taught', 'the', 'classics', '.']",13
1067,3813.894,3815.019,"['Classics', ',', 'indeed', '?']",4
1068,3816.062,3819.69,"['What', 'position', 'have', 'we', ',', 'I', 'wonder', ',', 'for', 'a', 'boy', 'of', 'such', 'varied', 'gifts', '?']",16
1069,3822.861,3824.82,"['You', 'shall', 'be', 'my', 'body', 'servant', '.', 'Instruct', 'him', '.']",10
1070,3824.905,3826.363,"['All', 'of', 'you', ',', 'come', 'with', 'me', '.']",8
1071,3829.493,3831.118,"['My', 'feet', 'are', 'cold', '.']",5
1072,3838.835,3839.919,"['Thanks', '.']",2
1073,3841.129,3843.088,"['Oh', ',', 'watch', 'this', 'part', '.', 'This', 'is', 'good', '.']",10
1074,3846.927,3848.093,"['Are', 'you', 'okay', '?']",4
1075,3848.178,3849.553,"[""l'm"", 'fine', '.']",3
1076,3850.18,3853.349,"['Do', 'you', 'want', 'something', 'to', 'drink', '?', 'You', 'know', ',', 'l', 'could', 'get', 'you', 'some', 'wine', '.']",17
1077,3853.433,3854.433,"['No', '.']",2
1078,3855.143,3858.395,"['You', 'notice', 'how', 'wine', 'makes', 'people', 'want', 'to', 'feel', ',', 'like', 'sexy', '?']",13
1079,3858.73,3860.064,"['That', ""'s"", 'okay', '.']",4
1080,3864.444,3866.153,"[""l'm"", 'actually', 'getting', 'tired', '.']",5
1081,3868.24,3870.491,"['But', 'l', 'can', 'make', 'you', 'some', 'coffee', 'if', ""you'd"", 'like', '.']",11
1082,3870.575,3873.118,"['Oh', ',', 'no', ',', 'thanks', '.', 'Got', 'the', 'ulcer', '.']",10
1083,3873.411,3875.579,"['You', 'had', 'all', 'those', 'cappuccinos', 'before', '.']",7
1084,3877.332,3879.959,"['Well', ',', 'you', 'know', ',', 'that', 'was', ',', 'like', ',', 'foam', '.']",12
1085,3886.091,3888.801,"[""You're"", 'great', '.', ""We're"", 'friends', ',', 'right', '?']",8
1086,3892.264,3893.722,"['Knock', 'me', 'a', 'little', 'kiss', '.']",6
1087,3895.809,3896.892,"[""l'll"", 'see', 'you', '.']",4
1088,3902.44,3905.776,"['I', ""don't"", 'get', 'it', '.', 'Did', 'my', 'hair', 'get', 'flat', '?']",11
1089,3906.319,3908.529,"['Did', 'I', 'stumble', 'into', 'some', 'bad', 'lighting', '?']",8
1090,3909.114,3910.406,"['What', ""'s"", 'wrong', 'with', 'me', '?']",6
1091,3910.49,3913.075,"['Nothing', '!', 'Maybe', 'he', 'really', 'was', 'tired', '.']",8
1092,3913.159,3917.246,"['l', 'suppose', 'it', ""wasn't"", 'meant', 'to', 'be', '.', 'l', 'mean', ',', 'he', 'does', 'dress', 'better', 'than', 'l', 'do', '.']",19
1093,3917.33,3919.081,"['What', 'would', 'l', 'bring', 'to', 'the', 'relationship', '?']",8
1094,3919.165,3921.917,"['Get', 'back', 'into', 'the', 'right', 'lane', '.', 'What', ""'s"", 'the', 'first', 'thing', 'you', 'do', '?']",15
1095,3922.002,3924.044,"['The', 'first', 'thing', 'l', 'do', 'is', 'l', 'put', 'on', 'my', 'blinker', '.']",12
1096,3924.129,3925.713,"['Oh', ',', 'wait', ',', 'shit', '.']",6
1097,3925.797,3928.507,"['-Watch', 'the', 'road', '!', '-All', 'right', '!', 'Stop', '!']",9
1098,3928.592,3930.843,"['Then', 'l', 'look', 'in', 'my', 'mirror', '.']",7
1099,3931.136,3934.68,"['Okay', '.', 'Then', 'l', 'glance', 'at', 'my', 'blind', 'spot', '.']",10
1100,3935.515,3937.725,"['You', 'glance', 'with', 'your', 'head', 'not', 'the', 'whole', 'car', '!']",10
1101,3937.809,3938.892,"['l', 'swear', 'to', 'God', '.', '.', '.']",7
1102,3938.977,3941.687,"['l', 'swear', 'to', 'God', ',', 'woman', ',', 'you', ""can't"", 'drive', 'for', 'shit', '!']",13
1103,3941.771,3944.064,"[""-l'm"", 'not', 'trying', 'to', 'hear', 'that', '.', 'No', '.', '-Hear', 'me', '!', 'You', '.', '.', '.']",16
1104,3944.149,3947.943,"['Actually', ',', 'going', 'all', 'the', 'way', 'is', 'like', 'a', 'really', 'big', 'decision', '.']",13
1105,3948.028,3950.195,"['l', ""can't"", 'believe', 'l', 'was', 'so', 'capricious', 'about', 'it', '.']",10
1106,3950.614,3952.99,"['De', ',', 'l', 'almost', 'had', 'sex', 'with', 'him', '.']",9
1107,3953.074,3954.617,"['You', 'almost', 'had', 'sex', 'with', 'who', '?']",7
1108,3954.701,3955.868,"['Christian', '.']",2
1109,3957.912,3959.038,"['What', '?']",2
1110,3959.789,3962.499,"['Look', ',', 'are', 'you', 'bitches', 'blind', 'or', 'something', '?']",9
1111,3962.584,3965.461,"['-Your', 'man', 'Christian', 'is', 'a', 'cake', 'boy', '.', '-A', 'what', '?']",11
1112,3965.545,3967.963,"['He', ""'s"", 'a', 'disco-dancing', ',', 'Oscar', 'Wilde-reading', ',']",8
1113,3968.048,3969.923,"['Streisand', 'ticket-holding', ',', 'friend', 'of', 'Dorothy', '.']",7
1114,3970.008,3971.175,"['You', 'know', 'what', ""l'm"", 'saying', '?']",6
1115,3971.76,3973.385,"['-No', 'way', '.', '-He', ""'s"", 'gay', '.']",7
1116,3973.47,3975.596,"['-Not', 'even', '.', '-Yes', ',', 'even', '.']",7
1117,3976.222,3979.433,"['He', 'does', 'like', 'to', 'shop', ',', 'Cher', '.', 'And', 'the', 'boy', 'can', 'dress', '.']",14
1118,3979.517,3982.102,"['Oh', ',', 'my', 'God', ',', 'l', 'am', 'totally', 'bugging', '.']",10
1119,3982.729,3984.897,"['l', 'feel', 'like', 'such', 'a', 'bonehead', '.']",7
1120,3985.44,3988.108,"['What', 'the', 'hell', '?', ""You're"", 'getting', 'on', 'the', 'freeway', '!']",10
1121,3988.193,3990.444,"['-What', '?', '-No', ',', 'turn', 'right', '!', 'Get', 'out', 'of', 'the', 'lane', '!']",13
1122,3990.528,3993.072,"['No', '!', 'Forget', 'procedure', ',', 'just', 'get', 'out', 'of', 'the', 'lane', '!']",12
1123,3993.907,3995.324,"['A', 'truck', '!']",3
1124,3996.785,3998.661,"[""We're"", 'on', 'the', 'freeway', '!']",5
1125,3998.745,3999.912,"['What', 'do', 'l', 'do', ',', 'Murray', '?']",7
1126,3999.996,4002.706,"['Just', 'go', 'straight', '!', 'Go', 'straight', '!', 'Go', '!']",9
1127,4002.791,4003.832,"['Oh', ',', 'shit', '!']",4
1128,4003.917,4006.502,"['Just', 'relax', 'and', 'drive', ',', 'baby', '.', 'Just', 'relax', 'and', 'drive', '.']",12
1129,4006.586,4007.586,"['Okay', '.']",2
1130,4008.129,4009.88,"[""l'm"", 'here', 'with', 'you', '.']",5
1131,4011.091,4013.05,"['Shut', 'up', '!']",3
1132,4020.1,4024.353,"['Whatever', 'you', 'do', ',', 'keep', 'your', 'hands', 'on', 'the', 'wheel', 'at', 'all', 'times', '!']",14
1133,4026.314,4027.523,"['Oh', ',', 'my', 'God', '!']",5
1134,4031.069,4032.152,"['Just', 'go', '!']",3
1135,4035.156,4036.99,"['-Turn', 'to', 'the', 'right', '!', '-Okay', '.']",7
1136,4037.283,4040.452,"['Oh', ',', 'there', 'it', 'is', '.', 'All', 'right', ',', ""we're"", 'off', '.']",12
1137,4042.455,4043.831,"['You', 'did', 'wonderful', '.']",4
1138,4044.249,4046.125,"['-lt', ""'s"", 'all', 'right', ',', 'baby', '.', 'Relax', '.', '-You', 'did', 'it', ',', 'De', '.']",15
1139,4046.418,4048.794,"['Honey', ',', 'relax', '.', 'Baby', ',', 'relax', '.']",8
1140,4048.878,4051.922,"['Breathe', ',', 'breathe', 'in', '.', 'Breathe', 'and', 'let', 'it', 'out', '.']",11
1141,4052.006,4054.675,"['Breathe', ',', 'honey', ',', 'breathe', '.', 'Relax', '.']",8
1142,4055.26,4059.513,"['Boy', ',', 'getting', 'off', 'the', 'freeway', 'makes', 'you', 'realize', 'how', 'important', 'love', 'is', '.']",14
1143,4059.597,4063.976,"['After', 'that', ',', 'Dionne', ""'s"", 'virginity', 'went', 'from', '""', 'technical', '""', 'to', '""', 'nonexistent', '""']",15
1144,4064.144,4067.479,"['and', 'I', 'realized', 'how', 'much', 'I', 'wanted', 'a', 'boyfriend', 'of', 'my', 'own', '.']",13
1145,4067.939,4070.816,"['Not', 'that', 'Christian', ""wasn't"", 'a', 'blast', 'to', 'hang', 'out', 'with', ',']",11
1146,4070.9,4073.861,"['he', 'was', 'becoming', 'one', 'of', 'my', 'favorite', 'shopping', 'partners', '.']",10
1147,4073.987,4075.654,"['The', 'black', 'one', 'was', ',', 'but', 'so', 'is', 'the', 'red', '.']",11
1148,4077.991,4079.074,"['Where', ""'s"", 'Tai', '?']",4
1149,4079.159,4081.243,"['She', 'met', 'some', 'random', 'guys', 'at', 'the', 'Foot', 'Locker']",9
1150,4081.327,4083.245,"['and', 'escorted', 'them', 'right', 'over', 'there', '.']",7
1151,4083.329,4084.747,"['Oh', ',', 'my', 'God', ',', 'did', 'you', '?']",8
1152,4084.831,4087.082,"['l', ""don't"", 'know', 'where', 'she', 'meets', 'these', 'Barneys', '.']",9
1153,4087.167,4089.251,"['-l', 'have', 'a', 'question', ',', 'all', 'right', '?', '-What', '?']",10
1154,4089.335,4093.297,"['The', 'jacket', ',', 'is', 'it', 'James', 'Dean', 'or', 'Jason', 'Priestley', '?']",11
1155,4093.506,4096.383,"['Carpe', 'diem', ',', 'okay', '?', 'You', 'looked', 'hot', 'in', 'it', '.']",11
1156,4096.468,4097.551,"['Really', '?']",2
1157,4098.261,4099.762,"['-lf', 'l', 'fall', '.', '.', '.', ""-Don't"", 'worry', '.']",9
1158,4099.846,4101.138,"['-', '.', '.', '.', 'would', 'you', 'guys', 'catch', 'me', '?', '-Yeah', '!']",12
1159,4101.222,4103.14,"['Could', 'they', 'please', 'be', 'more', 'generic', '?']",7
1160,4105.351,4107.603,"['Stop', 'it', '!', 'Please', '!']",5
1161,4107.687,4110.105,"['Put', 'me', 'back', 'up', '!', 'Please', 'put', 'me', 'back', '!']",10
1162,4113.193,4115.319,"['Put', 'me', 'down', '!']",4
1163,4116.738,4117.863,"['Thank', 'you', '.']",3
1164,4118.448,4120.783,"['-You', 'asshole', '!', '-Hey', ',', 'man', ',', ""we're"", 'just', 'joking', '.']",11
1165,4120.867,4123.452,"['Oh', ',', 'really', '?', 'Somebody', 'could', 'get', 'killed', '.']",9
1166,4123.536,4125.496,"['-Oh', ',', 'my', 'God', '.', '-lt', ""'s"", 'okay', '.']",9
1167,4125.58,4127.956,"['Cher', ',', 'you', ""don't"", 'understand', ',', 'l', 'was', 'sitting', 'there']",10
1168,4128.041,4130.459,"['and', 'l', 'was', 'talking', 'to', 'those', 'guys', 'and', 'all', 'of', 'a', 'sudden']",12
1169,4130.543,4132.002,"['we', 'were', 'laughing', 'and', 'they', 'were', '.', '.', '.']",9
1170,4132.086,4133.504,"['-Hey', ',', 'you', 'okay', '?', '-Yeah', '.']",7
1171,4133.588,4135.214,"['-You', 'sure', '?', ""-l'm"", 'fine', '.']",6
1172,4136.174,4139.176,"['-Let', ""'s"", 'get', 'you', 'home', 'for', 'some', 'R', 'and', 'R', '.', '-What', ""'s"", 'that', '?']",15
1173,4142.055,4144.556,"['Boy', ',', 'considering', 'how', 'clueless', 'she', 'was']",7
1174,4144.641,4148.018,"['Tai', 'certainly', 'had', 'that', 'damsel', 'in', 'distress', 'act', 'down', '.']",10
1175,4149.062,4152.147,"['Meanwhile', ',', 'back', 'at', 'school', ',', 'everyone', 'was', 'talking', 'about']",10
1176,4152.232,4154.441,"['Tai', ""'s"", 'brush', 'with', 'death', 'at', 'the', 'mall', '.']",9
1177,4154.526,4156.944,"['Was', 'it', 'like', 'a', 'montage', 'of', 'all', 'the', 'scenes', 'in', 'your', 'life', '?']",13
1178,4157.07,4159.238,"['Not', 'exactly', 'a', 'montage', '.']",5
1179,4159.364,4162.825,"['Cher', ',', 'is', 'it', 'true', 'some', 'gang', 'members', 'tried', 'to', 'shoot', 'Tai', 'in', 'the', 'mall', '?']",16
1180,4162.909,4163.867,"['No', '.']",2
1181,4163.952,4165.619,"['Well', ',', 'that', ""'s"", 'what', 'everyone', 'is', 'saying', '.']",9
1182,4165.703,4166.954,"['Whatever', '.']",2
1183,4168.665,4170.666,"['When', 'l', 'was', '9', ',', 'l', 'fell', 'off', 'this', 'jungle', 'gym', '.']",12
1184,4170.75,4173.252,"['That', 'G-spot', 'that', 'they', 'talk', 'about', 'in', 'Cosmo', '.', '.', '.']",11
1185,4173.795,4175.045,"['Wait', ',', 'move', 'down', 'for', 'Cher', '.']",7
1186,4175.129,4176.213,"['Hi', '.']",2
1187,4176.297,4177.673,"['Tell', 'me', 'more', '.']",4
1188,4177.757,4178.799,"['Where', 'was', 'l', '?']",4
1189,4178.883,4181.093,"['You', 'were', 'thinking', 'about', 'what', 'was', 'really', 'important', '.']",9
1190,4181.177,4182.177,"['Right', '.']",2
1191,4182.762,4187.182,"['Okay', ',', 'right', 'before', 'you', 'die', ',', 'your', 'mind', 'just', 'sort', 'of', 'gets', 'very', 'clear', '.']",16
1192,4188.184,4190.352,"['lt', ""'s"", 'a', 'very', 'intense', 'spiritual', 'feeling', '.', '.', '.']",10
1193,4190.436,4192.688,"['l', 'know', 'when', 'l', 'was', 'held', 'at', 'gunpoint', '.', '.', '.']",11
1194,4192.772,4194.69,"['-Excuse', 'me', '.', 'You', 'were', 'saying', '?', '-lt', ""'s"", 'spiritual', '.']",11
1195,4194.774,4198.277,"['l', ""don't"", 'know', ',', 'l', ""can't"", 'pinpoint', 'the', 'spirituality', 'of', 'it', 'for', 'you']",13
1196,4198.361,4200.32,"['if', ""you've"", 'never', 'experienced', 'anything', 'quite', '.', '.', '.']",9
1197,4200.405,4203.866,"['Tai', ',', 'l', 'was', 'planning', 'on', 'going', 'to', 'Tower', 'and', 'getting', 'something', 'for', 'Christian', '.']",15
1198,4203.95,4207.119,"['You', 'know', ',', 'like', 'some', 'kind', 'of', 'present', 'or', 'something', '.', 'You', 'want', 'to', 'come', '?']",16
1199,4207.203,4209.955,"['Sure', '.', 'l', 'mean', ',', 'l', 'owe', 'him', 'my', 'life', '.']",11
1200,4210.039,4211.206,"['So', ""l'll"", 'get', 'you', 'after', 'school', '.']",7
1201,4211.291,4215.252,"['Yeah', '.', 'You', 'know', ',', 'not', 'today', ',', ""l'm"", 'going', 'over', 'to', 'Melrose', 'with', 'Amber', '.']",16
1202,4215.628,4217.004,"[""We're"", 'going', 'to', 'Melrose', '.']",5
1203,4219.299,4220.591,"['How', 'about', 'tomorrow', '?']",4
1204,4220.675,4222.426,"['Do', 'you', 'think', 'we', 'could', 'do', 'it', 'next', 'Monday', '?']",10
1205,4222.51,4224.553,"['l', 'mean', 'my', 'week', ""'s"", 'filling', 'up', 'pretty', 'fast', 'here', '.']",11
1206,4225.138,4227.723,"['So', 'when', 'we', 'got', 'back', 'from', 'the', 'lHOP', 'it', 'was', '8', ':', '00', '.']",14
1207,4227.807,4230.559,"['Oh', ',', 'swoon', '.', 'Here', 'comes', 'your', 'boyfriend', '.']",9
1208,4231.519,4233.353,"['Hey', ',', 'Tai', ',', 'check', 'it', 'out', '.']",8
1209,4235.607,4237.441,"['Could', 'you', 'shove', 'down', 'a', 'little', 'bit', '?']",8
1210,4237.525,4238.567,"['No', '.']",2
1211,4238.651,4242.362,"['Hello', ',', ""don't"", 'the', 'slackers', 'prefer', 'that', 'grassy', 'knoll', 'over', 'there', '?']",12
1212,4249.495,4250.621,"['Tai', '.']",2
1213,4250.872,4252.331,"['-Well', ',', 'so', 'anyway', '.', '.', '.', '-What', '?']",9
1214,4252.415,4253.874,"['Have', 'you', 'ever', 'done', 'it', 'in', 'water', '?']",8
1215,4253.958,4255.417,"['-Oh', ',', 'yeah', '.', '-Really', '?']",6
1216,4255.501,4256.668,"['Does', 'the', 'sponge', 'work', 'in', 'water', '?']",7
1217,4256.753,4258.295,"['What', 'was', 'happening', '?']",4
1218,4258.379,4261.298,"['Dionne', 'asking', 'Tai', 'for', 'sex', 'advice', '?']",7
1219,4261.382,4264.384,"['Tai', 'being', 'the', 'most', 'popular', 'girl', 'in', 'school', '?']",9
1220,4265.053,4267.721,"['It', 'was', 'like', 'some', 'sort', 'of', 'alternate', 'universe', '.']",9
1221,4269.766,4273.56,"['On', 'top', 'of', 'everything', 'else', ',', 'I', 'was', 'going', 'to', 'take', 'the', 'driving', 'test', '.']",15
1222,4274.145,4277.606,"['So', 'I', 'had', 'to', 'find', 'my', 'most', 'responsible-looking', 'ensemble', '.']",10
1223,4277.69,4281.36,"['Where', ""'s"", 'my', 'white', 'collarless', 'shirt', 'from', 'Fred', 'Segal', '?']",10
1224,4282.737,4286.031,"['-Lucy', ',', 'where', ""'s"", 'my', 'shirt', '?', '-Probably', 'at', 'the', 'cleaner', '.']",12
1225,4286.407,4289.785,"['But', 'today', ""'s"", 'the', 'driving', 'test', '.', 'lt', ""'s"", 'my', 'most', 'capable-looking', 'outfit', '.']",14
1226,4289.869,4292.454,"['Okay', ',', 'l', 'call', 'them', '.']",6
1227,4293.081,4294.456,"['lt', ""'s"", 'too', 'late', 'now', '.']",6
1228,4294.624,4296.792,"['We', 'got', 'another', 'notice', 'from', 'the', 'fire', 'department']",8
1229,4296.876,4298.46,"['saying', 'we', 'have', 'to', 'clear', 'out', 'the', 'bush', '.']",9
1230,4298.544,4300.337,"['You', 'said', 'you', 'were', 'gonna', 'get', 'José', 'to', 'do', 'it', '.']",11
1231,4300.421,4302.631,"['He', ""'s"", 'your', 'gardener', ',', 'why', 'you', ""don't"", 'tell', 'him', '?']",11
1232,4302.715,4304.925,"['Lucy', ',', 'you', 'know', 'l', ""don't"", 'speak', 'Mexican', '.']",9
1233,4305.093,4307.177,"['l', 'not', 'a', 'Mexican', '!']",5
1234,4307.387,4310.389,"['-Great', '.', 'What', 'was', 'that', 'all', 'about', '?', '-Lucy', ""'s"", 'from', 'El', 'Salvador', '.']",14
1235,4310.89,4312.015,"['So', '?']",2
1236,4312.1,4313.725,"['lt', ""'s"", 'an', 'entirely', 'different', 'country', '.']",7
1237,4313.81,4315.143,"['What', 'does', 'that', 'matter', '?']",5
1238,4315.228,4317.729,"['You', 'get', 'upset', 'if', 'someone', 'thinks', 'you', 'live', 'below', 'Sunset', '.']",11
1239,4317.814,4321.274,"['Okay', '.', 'So', 'everything', 'is', 'all', 'my', 'fault', '.', ""l'm"", 'always', 'wrong', ',', 'right', '?']",15
1240,4321.359,4322.359,"[""You're"", 'such', 'a', 'brat', '.']",5
1241,4322.443,4325.153,"['I', 'had', 'an', 'overwhelming', 'sense', 'of', 'ickiness', '.']",8
1242,4325.238,4328.991,"['Even', 'though', 'I', 'apologized', 'to', 'Lucy', ',', 'something', 'was', 'still', 'plaguing', 'me', '.']",13
1243,4330.702,4333.829,"['Like', 'Josh', 'thinking', 'I', 'was', 'mean', 'was', 'making', 'me', 'postal', '.']",11
1244,4333.913,4335.414,"['Move', 'into', 'the', 'right', 'lane', '.']",6
1245,4335.832,4338.083,"['Anyway', ',', 'why', 'should', 'I', 'care', 'what', 'Josh', 'thinks', '?']",10
1246,4338.167,4340.752,"['Why', 'was', 'I', 'letting', 'it', 'throw', 'me', 'into', 'such', 'turmoil', '?']",11
1247,4340.837,4342.462,"['-Watch', 'out', 'for', 'the', 'bike', 'rider', '!', '-Hey', '!']",9
1248,4342.547,4344.548,"['Oops', ',', 'my', 'bad', '.']",5
1249,4344.716,4348.135,"['What', 'are', 'you', 'doing', '?', 'You', ""can't"", 'take', 'up', 'both', 'lanes', '.']",12
1250,4348.219,4349.886,"['Get', 'in', 'the', 'right', 'lane', '.']",6
1251,4350.221,4351.638,"['Not', 'so', 'close', '!']",4
1252,4352.765,4354.474,"['Should', 'l', 'write', 'them', 'a', 'note', '?']",7
1253,4355.768,4358.061,"['Pull', 'over', 'up', 'here', 'and', 'turn', 'off', 'the', 'engine', '.']",10
1254,4358.855,4360.564,"['Yeah', ',', 'right', 'there', '.']",5
1255,4363.484,4366.194,"['Are', 'you', 'gonna', 'take', 'me', 'somewhere', 'to', 'make', 'left-hand', 'turns', '?']",11
1256,4366.279,4367.946,"[""We're"", 'going', 'back', 'to', 'the', 'DMV', '.']",7
1257,4368.114,4370.24,"['-lt', ""'s"", 'over', '?', '-lt', ""'s"", 'over', '.']",8
1258,4370.7,4372.951,"['-Well', ',', 'how', 'did', 'l', 'do', '?', ""-How'd"", 'you', 'do', '?']",11
1259,4374.12,4376.079,"['Well', ',', 'let', ""'s"", 'see', ',', 'shall', 'we', '?']",9
1260,4376.664,4379.332,"['You', ""can't"", 'park', '.', 'You', ""can't"", 'switch', 'lanes', '.']",9
1261,4379.417,4382.502,"['You', ""can't"", 'make', 'right-hand', 'turns', '.', ""You've"", 'damaged', 'private', 'property']",10
